No,ANCHOR,TENANT,Site ID DMT,Project ID Actual,Tower Owner,Site ID Tenant,Site Name Owner,Site Name Actual,Address,City,Province,Longitude,Latitude,Site Source,Last Survey Audit,NPA,Name Of Tenant,Count Number Of Tenant,Tenant Start Lease,Tenant End Lease,Tenant Rental Price/Month,Class Of Service,Site Type,longitude_decimal,latitude_decimal
3019,ANCHOR,TENANT,SBY-07-115,16TS12Z0367,MITRATEL,SBX200,Auto 2000 Ahmad Yani,Kantor Kominfo eks BPDE (Parsenibud),"Jl. Menanggal V  Menanggal Gayungan Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,11272748.0,-7337987.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-08-27 00:00:00,14700000.0,Minimum Maintenance,ROOFTOP,112.72748,-7.337987
3020,ANCHOR,TENANT,SBY-07-116,16TS12Z0366,MITRATEL,SBX141,Kupang Indah2,Margodadi IV,"Jl Margodadi V Gundih Bubutan Kota SBY No 11 Gundih Bubutan Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,112707243.0,-7282867.0,ORGANIC,2099-12-31,NO,TSEL,1,2021-07-06 00:00:00,2027-07-05 00:00:00,8900000.0,Minimum Maintenance,ROOFTOP,112.707243,-7.282867
3021,ANCHOR,TENANT,TLG-07-024,16TS12Z0408,MITRATEL,TAG206,Ringin pitu3,Ringin pitu3,Jl Bung Tomo No31 No 31 Ringinpitu Kedungwaru Tulungagung Tulungagung 60235,Tulungagung,Jawa Timur,11191969.0,-805856.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-10-30 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.91969,-8.05856
3022,ANCHOR,TENANT,TRK-07-024,16TS12Z0406,MITRATEL,TGK136,MANGUNSARKORO 3,MANGUNSARKORO 3,Jl Kapiten Pattimura Surodakan  Surodakan Trenggalek Trenggalek Trenggalek 60235,Trenggalek,Jawa Timur,11170714.0,-804665.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-05-11 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.70714,-8.04665
3023,,TENANT,TRK-07-024,18HC12C0492,MITRATEL,139180,MANGUNSARKORO 3,MANGUNSARKORO 3,Jl Kapiten Pattimura Surodakan  Surodakan Trenggalek Trenggalek Trenggalek 60235,Trenggalek,Jawa Timur,11170714.0,-804665.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2031-10-03 00:00:00,12095982.0,Minimum Maintenance,GREENFIELD,111.70714,-8.04665
3024,ANCHOR,TENANT,TRK-07-025,16TS12Z0405,MITRATEL,TGK128,Polsek Watulimo,Polsek Watulimo,Tasikmadu Watulimo  Prigi Watulimo Trenggalek Trenggalek 60235,Trenggalek,Jawa Timur,11171692.0,-828492.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-06-13 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.71692,-8.28492
3025,,TENANT,TRK-07-025,19HC10C0691,MITRATEL,632060,JATISARIPOGALAN2,JATISARIPOGALAN2,Tasikmadu Watulimo  Prigi Watulimo Trenggalek Trenggalek 60235,Trenggalek,Jawa Timur,11171692.0,-828492.0,ORGANIC,2099-12-31,NO,IOH,2,2022-10-01 00:00:00,2032-11-09 00:00:00,10787400.0,Full Maintenance,GREENFIELD,111.71692,-8.28492
3026,ANCHOR,TENANT,SDA-07-063,16TS12Z0399,MITRATEL,SDA510,Berbek Industri2,Berbek Industri2,"Jl. Brebek Industri 1A, Rungkut  Waru Rungkut Sidoarjo Sidoarjo 60235",Sidoarjo,Jawa Timur,11275584.0,-733715.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-07-30 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.75584,-7.33715
3027,,TENANT,SDA-07-063,19HC08C0052,MITRATEL,134308,Berbek Industri2,Berbek Industri2,"Jl. Brebek Industri 1A, Rungkut  Waru Rungkut Sidoarjo Sidoarjo 60235",Sidoarjo,Jawa Timur,11275584.0,-733715.0,ORGANIC,2099-12-31,NO,IOH,2,2022-10-01 00:00:00,2031-11-15 00:00:00,11571628.0,Full Maintenance,GREENFIELD,112.75584,-7.33715
3028,ANCHOR,TENANT,SDA-07-064,16TS12Z0396,MITRATEL,SDA509,SMP NEGERI 5 SIDOARJO,SMP NEGERI 5 SIDOARJO,Sawotratap Gedangan Kabupaten Sidoarjo  Sawotratap Gedangan Sidoarjo Sidoarjo 60235,Sidoarjo,Jawa Timur,112736192.0,-7368036.0,ORGANIC,2099-12-31,NO,TSEL,1,2021-07-06 00:00:00,2027-07-05 00:00:00,8900000.0,Minimum Maintenance,GREENFIELD,112.736192,-7.368036
3029,ANCHOR,TENANT,NGW-07-028,16TS12Z0392,MITRATEL,NWI169,MARGOMULYONGAWI,MARGOMULYONGAWI,Jl Branjangan Beran  Beran Ngawi Ngawi Ngawi 60235,Ngawi,Jawa Timur,11144054.0,-741184.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-04-16 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.44054,-7.41184
3030,ANCHOR,TENANT,MAD-07-010,16TS12Z0339,MITRATEL,MDU257,Josenan2,Josenan2,"Jl Joyodanu Josenan Taman  Josenan Taman Madiun, Kota Madiun, Kota 60235","Madiun, Kota",Jawa Timur,11152174.0,-765489.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-05-10 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.52174,-7.65489
3031,,TENANT,MAD-07-010,19IS05C0504,MITRATEL,20MDU028,JOSENANKOTA,JOSENANKOTA,"Jl Joyodanu Josenan Taman  Josenan Taman Madiun, Kota Madiun, Kota 60235","Madiun, Kota",Jawa Timur,11152174.0,-765489.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2029-11-29 00:00:00,12107442.0,Full Maintenance,GREENFIELD,111.52174,-7.65489
3032,ANCHOR,TENANT,BLT-07-008,16TS12Z0338,MITRATEL,BLR265,Plosokerep 2,Plosokerep 2,"Jl Kalpataru, Karangsari  Karangsari Sukorejo Blitar, Kota Blitar, Kota 60235","Blitar, Kota",Jawa Timur,112160604.0,-8116274.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-11-09 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.160604,-8.116274
3033,ANCHOR,TENANT,JMR-07-094,16TS12Z0335,MITRATEL,JBR438,perum sumbersari permai 3,perum sumbersari permai 3,Jl Basuki Rahmat RT003 / 31  Tegal Besar Kaliwates Jember Jember 60235,Jember,Jawa Timur,11370152.0,-81971.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-05-12 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,113.70152,-8.1971
3034,,TENANT,JMR-07-094,19HC07C0851,MITRATEL,134007,perum sumbersari permai 3,perum sumbersari permai 3,Jl Basuki Rahmat RT003 / 31  Tegal Besar Kaliwates Jember Jember 60235,Jember,Jawa Timur,11370152.0,-81971.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2030-07-09 00:00:00,7000000.0,Full Maintenance,GREENFIELD,113.70152,-8.1971
3035,ANCHOR,TENANT,JMR-07-095,16TS12Z0334,MITRATEL,JBR423,PERUMNAS POM Lumajang,PERUMNAS POM Lumajang,Perum Pondok Tanggul Asri D6 RT04 RW06  Tanggul Kulon Tanggul Kulon Jember Jember 60235,Jember,Jawa Timur,11343464.0,-81542.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-05-12 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,113.43464,-8.1542
3036,ANCHOR,,JMR-07-096,16TS12Z0331,MITRATEL,JBR411,Bumi mangli permai,Bumi mangli permai,Perumahan Bumi Mangli RT001/015  Ds Mangli Kaliwates Jember JEMBER 60235,Jember,Jawa Timur,11364821.0,-818034.0,ORGANIC,2099-12-31,NO,TSEL,1,2020-01-01 00:00:00,2027-08-31 00:00:00,15700000.0,No Maintenance,GREENFIELD,113.64821,-8.18034
3037,,TENANT,JMR-07-096,19HC10C0619,MITRATEL,631332,Bumi mangli permai Ex Orong Bawah,Bumi mangli permai Ex Orong Bawah,Perumahan Bumi Mangli RT001/015  Ds Mangli Kaliwates Jember JEMBER 60235,Jember,Jawa Timur,11364821.0,-818034.0,ORGANIC,2099-12-31,NO,IOH,1,2022-10-01 00:00:00,2032-06-09 00:00:00,10821628.0,Minimum Maintenance,GREENFIELD,113.64821,-8.18034
3038,ANCHOR,,JMR-07-097,16TS12Z0330,MITRATEL,JBR410,GOR Pemuda Jember,Mutiara kedoya raya,"Gebang Patrang, Gebang, Jember, Kabupaten Jember, Jawa Timur 68117",Jember,Jawa Timur,113685864.0,-8166618.0,ORGANIC,2099-12-31,YES,TSEL,0,2022-01-01 00:00:00,2027-06-06 00:00:00,14700000.0,No Maintenance,GREENFIELD,113.685864,-8.166618
3039,,,JMR-07-098,16TS12Z0329,MITRATEL,JBRxxx,KALIMANTAN JEMBER,PERUMTMNPINANGINDAH,"GILI TIMUR, KAMAL  Jember Jember Jember JEMBER 60235",Jember,Jawa Timur,113656076.0,-8188898.0,ORGANIC,2099-12-31,NO,TSEL,0,2022-10-01 00:00:00,2031-10-31 00:00:00,11571628.0,No Maintenance,GREENFIELD,113.656076,-8.188898
3040,,,JMR-07-098,19HC10C0618,MITRATEL,631331,NEWSARIUTAMADMT Ex. KALIMANTAN JEMBER,NEWSARIUTAMADMT Ex. KALIMANTAN JEMBER,"GILI TIMUR, KAMAL  Jember Jember Jember JEMBER 60235",Jember,Jawa Timur,113656076.0,-8188898.0,ORGANIC,2099-12-31,NO,IOH,0,2022-04-01 00:00:00,2030-05-01 00:00:00,7000000.0,No Maintenance,GREENFIELD,113.656076,-8.188898
3041,ANCHOR,TENANT,JMR-07-099,16TS12Z0328,MITRATEL,JBR429,ROXY SQUARE,ROXY SQUARE,Jl Ikan Paus Gg IV No D15- Sempursari Kaliwates Jember Jember 60235,Jember,Jawa Timur,1136607.0,-818082.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-05-11 00:00:00,2024-05-10 00:00:00,8900000.0,Minimum Maintenance,GREENFIELD,113.6607,-8.18082
3042,ANCHOR,TENANT,JMR-07-100,16TS12Z0327,MITRATEL,JBR422,Tegal Besar permai,Tegal Besar permai,Jl M Yamin No 88 Tegal Besar Kaliwates Jember Jember 60235,Jember,Jawa Timur,11368581.0,-819509.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-05-11 00:00:00,2024-05-10 00:00:00,8900000.0,Minimum Maintenance,GREENFIELD,113.68581,-8.19509
3043,,TENANT,JMR-07-100,19HC07C0881,MITRATEL,134558,Tegal Besar permai,Tegal Besar permai,Jl M Yamin No 88 Tegal Besar Kaliwates Jember Jember 60235,Jember,Jawa Timur,11368581.0,-819509.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2030-08-20 00:00:00,7000000.0,Full Maintenance,GREENFIELD,113.68581,-8.19509
3044,,,JMR-07-101,16TS12Z0326,MITRATEL,JBR412,Sumbersari 2,BRIMOBKEDAUNG,l. Raden Patah Kepatihan Kaliwates  JEMBER LOR PATRANG Jember Jember 60235,Jember,Jawa Timur,1136959.0,-817893.0,ORGANIC,2099-12-31,NO,TSEL,0,2022-03-09 00:00:00,2024-03-08 00:00:00,8900000.0,No Maintenance,GREENFIELD,113.6959,-8.17893
3045,ANCHOR,TENANT,BJN-07-039,16TS12Z0306,MITRATEL,BJO241,Campurejo,Campurejo,Jl Agus Salim Kauman  Kauman Bojonegoro Bojonegoro Bojonegoro 60235,Bojonegoro,Jawa Timur,11187807.0,-714984.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-05-10 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.87807,-7.14984
3046,,TENANT,BJN-07-039,19HC07C0849,MITRATEL,134104,Campurejo,Campurejo,Jl Agus Salim Kauman  Kauman Bojonegoro Bojonegoro Bojonegoro 60235,Bojonegoro,Jawa Timur,11187807.0,-714984.0,ORGANIC,2099-12-31,NO,IOH,2,2022-04-01 00:00:00,2030-04-09 00:00:00,7000000.0,Full Maintenance,GREENFIELD,111.87807,-7.14984
3047,ANCHOR,TENANT,BYW-07-085,16TS12Z0304,MITRATEL,BWI310,Genteng Kulon,Genteng Kulon,Jl Dewata  Genteng Kulon Genteng Banyuwangi BANYUWANGI 60235,Banyuwangi,Jawa Timur,114148476.0,-8364202.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-10-30 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.148476,-8.364202
3048,,,BYW-07-085,19HC10C0622,MITRATEL,TOCO_42140,Genteng Kulon,Genteng Kulon,Jl Dewata  Genteng Kulon Genteng Banyuwangi BANYUWANGI 60235,Banyuwangi,Jawa Timur,114148476.0,-8364202.0,ORGANIC,2099-12-31,NO,IOH,1,2023-04-01 00:00:00,2024-09-18 00:00:00,10995228.0,No Maintenance,GREENFIELD,114.148476,-8.364202
3049,ANCHOR,TENANT,MAD-07-011,16TS12Z0340,MITRATEL,MDU258,Oro-oro Ombo2,Oro-oro Ombo2,"Jl. Ploso Oro-oro Ombo  Kartoharjo Kartoharjo Madiun, Kota Madiun, Kota 60235","Madiun, Kota",Jawa Timur,111529717.0,-7618729.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-10-29 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,111.529717,-7.618729
3050,,TENANT,MAD-07-011,19IS05C0503,MITRATEL,20MDU027,ORO2OMBO_MDU,Oro-oro Ombo2,"Jl. Ploso Oro-oro Ombo  Kartoharjo Kartoharjo Madiun, Kota Madiun, Kota 60235","Madiun, Kota",Jawa Timur,111529717.0,-7618729.0,ORGANIC,2099-12-31,NO,IOH,2,2022-01-01 00:00:00,2030-03-21 00:00:00,12107442.0,Full Maintenance,GREENFIELD,111.529717,-7.618729
3051,,,SBY-07-117,16TS12Z0356,MITRATEL,SBX188,Pasar Pakis,UPTD Surabaya Utara,"Jl. Indragiri Darmo Wonokromo  Darmo Wonokromo Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,112731478.0,-7285393.0,ORGANIC,2099-12-31,YES,TSEL,0,2023-04-01 00:00:00,2025-08-06 00:00:00,12183921.0,No Maintenance,GREENFIELD,112.731478,-7.285393
3052,ANCHOR,TENANT,SBY-07-118,16TS12Z0355,MITRATEL,SBX205,stasiun pagesangan,stasiun pagesangan,"l Pagesangan Asri Pagesangan Jambangan Pagesangan Jambangan Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,11271286.0,-733486.0,ORGANIC,2022-02-22,NO,TSEL,1,2021-07-04 00:00:00,2027-07-03 00:00:00,8900000.0,Minimum Maintenance,GREENFIELD,112.71286,-7.33486
3053,ANCHOR,TENANT,SBY-07-119,16TS12Z0346,MITRATEL,SBX152,BRI Bentul,Jagir Wonokromo-2,"l. Bentul I  Jagir Wonokromo Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,112744722.0,-7305894.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-09-13 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.744722,-7.305894
3054,,,SBY-07-120,16TS12Z0347,MITRATEL,SBX185,Jambangan Kebon Agung,Gunungsari,"Karah Jambangan Kota SBY Jawa Timur  JAMBANGAN JAMBANGAN Surabaya, Kota Surabaya, Kota 60235","Surabaya, Kota",Jawa Timur,1127169.0,-731542.0,ORGANIC,2099-12-31,NO,TSEL,0,2022-01-01 00:00:00,2027-05-02 00:00:00,14700000.0,No Maintenance,GREENFIELD,112.7169,-7.31542
3062,ANCHOR,TENANT,TBN-07-036,17TS02B0051,MITRATEL,TBN164,"Desa Klumpit, Tuban","Desa Klumpit, Tuban",RT 02/ RW 02  Klumpit Soko Tuban Tuban 60235,Tuban,Jawa Timur,11191956.0,-705758.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-09-18 00:00:00,2024-09-17 00:00:00,12000000.0,Minimum Maintenance,GREENFIELD,111.91956,-7.05758
3063,,TENANT,TBN-07-036,23XL02W0009,MITRATEL,JAW-JI-TBN-4084,SOKO_TUBAN,"Desa Klumpit, Tuban",RT 02/ RW 02  Klumpit Soko Tuban,Tuban,Jawa Timur,11191956.0,-705758.0,ORGANIC,2099-12-31,NO,XL,2,2023-06-30 00:00:00,2036-06-29 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,111.91956,-7.05758
3070,ANCHOR,,PSR-07-036,17TS02B0046,MITRATEL,PSN382,Ngadiwono,Panditan Lumbang Ex. Ngadiwono,Desa Panditan RT 14 RW 03  Panditan Lumbang Pasuruan Pasuruan 60235,Pasuruan,Jawa Timur,11301082.0,-782624.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-09-20 00:00:00,2024-09-19 00:00:00,12000000.0,No Maintenance,GREENFIELD,113.01082,-7.82624
3071,,TENANT,PSR-07-036,23XL02W0006,MITRATEL,JAW-JI-PSR-4282,PANDITAN_LUMBANG,Panditan Lumbang Ex. Ngadiwono,Desa Panditan RT 14 RW 03  Panditan Lumbang Pasuruan,Pasuruan,Jawa Timur,11301082.0,-782624.0,ORGANIC,2099-12-31,NO,XL,2,2023-07-31 00:00:00,2036-07-30 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,113.01082,-7.82624
3072,,TENANT,PSR-07-036,24TS10C0015,MITRATEL,PSN382,PANDITAN_LUMBANG,Panditan Lumbang Ex. Ngadiwono,Desa Panditan RT 14 RW 03  Panditan Lumbang Pasuruan Pasuruan 60235,Pasuruan,Jawa Timur,11301082.0,-782624.0,ORGANIC,2099-12-31,NO,TSEL,2,00:00:00,00:00:00,0.0,Minimum Maintenance,GREENFIELD,113.01082,-7.82624
3074,ANCHOR,TENANT,BYW-07-087,17TS02B0344,MITRATEL,BWI325,Pesanggaran 2,Pesanggaran 2,Dusun Krajan RT07 RW01 Seneporejo Siliragung Banyuwangi Banyuwangi 60235,Banyuwangi,Jawa Timur,11415245.0,-853541.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-05-02 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.15245,-8.53541
3075,ANCHOR,TENANT,BDW-07-023,17TS02B0345,MITRATEL,BDO116,Ledokombo 3,REPEATERPEDATIDMT,Dusun Pedati RT 04 RW 04 Desa Kalisat  Kalisat Sempol Bondowoso Bondowoso 60235,Bondowoso,Jawa Timur,11415547.0,-797565.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2027-11-14 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.15547,-7.97565
3076,,TENANT,BDW-07-023,19XL04C0071,MITRATEL,JAW-JI-BDW-3606,Kalisat Alun Bondowoso,Kalisat Alun Bondowoso,Dusun Pedati RT 04 RW 04 Desa Kalisat  Kalisat Sempol Bondowoso Bondowoso 60235,Bondowoso,Jawa Timur,11415547.0,-797565.0,ORGANIC,2099-12-31,NO,XL,3,2022-08-26 00:00:00,2029-08-25 00:00:00,12083333.0,Full Maintenance,GREENFIELD,114.15547,-7.97565
3077,,TENANT,BDW-07-023,22IS11C0702,MITRATEL,16BDO0074,SDN_KALISATIJEN_MT,REPEATERPEDATIDMT,Dusun Pedati RT 04 RW 04 Desa Kalisat  Kalisat Sempol Bondowoso BONDOWOSO 60235,Bondowoso,Jawa Timur,11415547.0,-797565.0,ORGANIC,2099-12-31,NO,IOH,3,2023-10-01 00:00:00,2027-01-24 00:00:00,10899661.0,Minimum Maintenance,GREENFIELD,114.15547,-7.97565
3078,ANCHOR,TENANT,JMR-07-102,17TS02B0346,MITRATEL,JBR418,Raya Semboro,Raya Semboro,"""Dsn Krajan Utara, RT 02 RW 03""GadingrejoUmbulsari",Jember,Jawa Timur,1134351.0,-823292.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-07-13 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,113.4351,-8.23292
3079,ANCHOR,TENANT,LMG-07-027,17TS02B0347,MITRATEL,LMG161,Sekaran Lamongan,Sekaran Lamongan,"Dusun Siwuran, Desa Siwuran  Siwuran Maduran Lamongan Lamongan 60235",Lamongan,Jawa Timur,11224538.0,-70208.0,ORGANIC,2099-12-31,NO,TSEL,1,2022-01-01 00:00:00,2027-04-16 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.24538,-7.0208
3080,ANCHOR,TENANT,LMJ-07-026,17TS02B0348,MITRATEL,LMJ165,Sumber wuluh candipuro,Sumber wuluh candipuro,Jl Pasirian Dsn Kesung Pakis RT05/01 No 20 Pasirian Pasirian Lumajang Lumajang 60235,Lumajang,Jawa Timur,11311942.0,-822074.0,ORGANIC,2099-12-31,NO,TSEL,2,2022-01-01 00:00:00,2027-05-12 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,113.11942,-8.22074
3081,,TENANT,LMJ-07-026,19HC07C0659,MITRATEL,134030,Sumber Wuluh Candipuro,Sumber Wuluh Candipuro,Jl Pasirian Dsn Kesung Pakis RT05/01 No 20 Pasirian Pasirian Lumajang Lumajang 60235,Lumajang,Jawa Timur,11311942.0,-822074.0,ORGANIC,2099-12-31,NO,IOH,2,2022-10-01 00:00:00,2031-11-21 00:00:00,11571628.0,Full Maintenance,GREENFIELD,113.11942,-8.22074
3084,,TENANT,JMR-07-103,21XL07C0019,MITRATEL,0,SUMBERSARI ANTIROGO,JEMBER 73,Desa Antirogo  Sumber Sari Sumber Sari Jember Jember 60235,Jember,Jawa Timur,11375894.0,-814759.0,ORGANIC,2099-12-31,NO,XL,2,2021-12-13 00:00:00,2031-12-12 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,113.75894,-8.14759
3087,ANCHOR,TENANT,JBG-07-042,17TS03B0139,MITRATEL,JMB305,SULAWESIJOMBANG2,GUMULAN KESAMBEN,Dusun Gumulan RT 01 RW 03  Gumulan Kesamben Jombang Jombang 60235,Jombang,Jawa Timur,11227486.0,-744447.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2027-12-14 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.27486,-7.44447
3088,,TENANT,JBG-07-042,21IS11C0532,MITRATEL,20JMB240,KEPUHDOKO_JMB,SULAWESIJOMBANG2,Dusun Gumulan RT 01 RW 03  Gumulan Kesamben Jombang Jombang 60235,Jombang,Jawa Timur,11227486.0,-744447.0,ORGANIC,2099-12-31,NO,IOH,3,2023-10-01 00:00:00,2026-10-05 00:00:00,10899661.0,Full Maintenance,GREENFIELD,112.27486,-7.44447
3089,,TENANT,JBG-07-042,23XL01C0565,MITRATEL,JAW-JI-JBG-5139,GUMULAN KESAMBEN,GUMULAN_KESAMBEN,Dusun Gumulan RT 01 RW 03  Gumulan Kesamben Jombang,Jombang,Jawa Timur,11227486.0,-744447.0,ORGANIC,2099-12-31,NO,XL,3,2023-04-22 00:00:00,2036-04-21 00:00:00,12083333.0,Minimum Maintenance,GREENFIELD,112.27486,-7.44447
3091,ANCHOR,TENANT,JBG-07-043,17TS03B0138,MITRATEL,JMB303,Perum Denanyar Jombang,Ngele Sumiboto,"Dsn Nglele RT 3 RW 2, Desa Nglele  Nglele Sumobito Jombang Jombang 60235",Jombang,Jawa Timur,11229674.0,-753047.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2027-12-12 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.29674,-7.53047
3092,,TENANT,JBG-07-043,18XL10C0021,MITRATEL,JAW-JI-JBG-4122,KEDUNGMAING KAUMAN,KEDUNGMAING KAUMAN,"Dsn Nglele RT 3 RW 2, Desa Nglele  Nglele Sumobito Jombang Jombang 60235",Jombang,Jawa Timur,11229674.0,-753047.0,ORGANIC,2099-12-31,NO,XL,3,2022-05-20 00:00:00,2029-05-19 00:00:00,11479167.0,Full Maintenance,GREENFIELD,112.29674,-7.53047
3093,,,JBG-07-043,18HC11C0082,MITRATEL,139606,Ngele Sumiboto,Ngele Sumiboto,"Dsn. Nglele RT 3 RW 2, Desa Nglele  Nglele Sumobito Jombang Jombang 60235",Jombang,Jawa Timur,11229674.0,-753047.0,ORGANIC,2099-12-31,NO,IOH,3,2022-04-01 00:00:00,2029-08-19 00:00:00,12095982.0,No Maintenance,GREENFIELD,112.29674,-7.53047
3094,,TENANT,JBG-07-043,19IS05C0497,MITRATEL,20JMB150,DESANGLELE,DESANGLELE,"Dsn Nglele RT 3 RW 2, Desa Nglele  Nglele Sumobito Jombang Jombang 60235",Jombang,Jawa Timur,11229674.0,-753047.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2029-11-15 00:00:00,12139226.0,Full Maintenance,GREENFIELD,112.29674,-7.53047
3095,ANCHOR,TENANT,JBG-07-044,17TS03B0137,MITRATEL,JMB302,TEJOJOMBANG 2,Kampungbaru Plandaan,Dsn Keduh RT 05 RW 02 Kampung Baru  Kp Baru Plandaan Jombang Jombang 60235,Jombang,Jawa Timur,112.16,-746903.0,ORGANIC,2099-12-31,NO,TSEL,3,2022-01-01 00:00:00,2027-11-14 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,112.16,-7.46903
3096,,TENANT,JBG-07-044,19IS09C0189,MITRATEL,20JMB188,KAMPUNGBARU_JMB,KAMPUNGBARU_JMB,Dsn Keduh RT 05 RW 02 Kampung Baru  Kp Baru Plandaan Jombang Jombang 60235,Jombang,Jawa Timur,112.16,-746903.0,ORGANIC,2099-12-31,NO,IOH,3,2022-01-01 00:00:00,2030-01-19 00:00:00,12107442.0,Full Maintenance,GREENFIELD,112.16,-7.46903
3097,,TENANT,JBG-07-044,21XL09C0107,MITRATEL,JAW-JI-JBG-4176,KAMPUNG_BARU_PLUMBUNG,KAMPUNG_BARU_PLUMBUNG,Dsn Keduh RT 05 RW 02 Kampung Baru  Kp Baru Plandaan Jombang Jombang 60235,Jombang,Jawa Timur,112.16,-7468976.0,ORGANIC,2099-12-31,NO,XL,3,2022-01-30 00:00:00,2032-01-29 00:00:00,10833333.0,Minimum Maintenance,GREENFIELD,112.16,-7.468976
3098,ANCHOR,TENANT,BYW-07-088,17TS03B0135,MITRATEL,BWI340,Tanjung Wangi,Bagorejo Srono,Dsn Krajan Rt006 Rw001 Ds Bagorejo Kec Srono Kab Banyuwangi,Banyuwangi,Jawa Timur,11430574.0,-839925.0,ORGANIC,2099-12-31,NO,TSEL,4,2022-01-01 00:00:00,2027-12-12 00:00:00,14700000.0,Minimum Maintenance,GREENFIELD,114.30574,-8.39925
3099,,TENANT,BYW-07-088,18XL11C0416,MITRATEL,JAW-JI-BYW-4072,SRONO BAGOREJO,SRONO BAGOREJO,Dsn Krajan Rt006 Rw001 Ds Bagorejo Kec Srono Kab Banyuwangi,Banyuwangi,Jawa Timur,11430574.0,-839925.0,ORGANIC,2099-12-31,NO,XL,4,2022-03-26 00:00:00,2029-03-25 00:00:00,12083333.0,Full Maintenance,GREENFIELD,114.30574,-8.39925
